Sektor;Jednostka;Rok;Kwartal;Wartosc
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2015;2;103,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2015;3;103,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2015;4;103,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2016;1;103,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2016;2;102,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2016;3;102,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2016;4;101,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2017;1;99,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2017;2;100,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2017;3;100,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2017;4;100,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2018;1;101,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2018;2;102,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2018;3;102,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2018;4;102,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2019;1;102,9
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2019;2;102,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2019;3;101,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2019;4;101,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2020;1;100,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2020;2;101,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2020;3;102,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2020;4;102,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2021;1;104,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2021;2;102,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2021;3;101,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2021;4;99,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2022;1;97,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2022;2;96,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2022;3;94,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2022;4;93,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2023;1;96,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2023;2;104,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2023;3;104,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2023;4;110,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2024;1;113,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2024;2;111,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2024;3;112,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2024;4;108,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2025;1;105,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2025;2;102,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2025;3;104,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2025;4;104,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2026;1;
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;1;100,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;2;99,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;3;98,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;4;97,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2001;1;99,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2001;2;100,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2001;3;103,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2001;4;104,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2002;1;110,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2002;2;108,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2002;3;106,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2002;4;104,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2003;1;102,9
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2003;2;104,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2003;3;104,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2003;4;104,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2004;1;103,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2004;2;101,9
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2004;3;101,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2004;4;100,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2005;1;99,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2005;2;99,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2005;3;100,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2005;4;100,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;1;103,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;2;105,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;3;106,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;4;106,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;1;103,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;2;101,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;3;100,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;4;100,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;1;99,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;2;102,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;3;103,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;4;104,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;1;105,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;2;104,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;3;104,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;4;104,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2010;1;104,2
